sent1,sent2,label,strategy,sent1_emoji,sent1_emoji_unicode
This is face_with_head-bandage [EM] health_worker [EM] pill [EM] face_with_medical_mask [EM] microbe [EM] headstone.,This is critical element.,0,6,This is 🤕 🧑‍⚕ 💊 😷 🦠 🪦,This is {1F915} {1F9D1 + 200D + 2695} {1F48A} {1F637} {1F9A0} {1FAA6}
This is balance_scale [EM] warning [EM] warning.,This is critical element.,0,6,This is ⚖ ⚠ ⚠,This is {2696} {26A0} {26A0}
This is balance_scale [EM] red_exclamation_mark [EM] red_exclamation_mark [EM] red_exclamation_mark.,This is critical element.,0,6,This is ⚖ ❗ ❗ ❗,This is {2696} {2757} {2757} {2757}
This is anxious_face_with_sweat [EM] anxious_face_with_sweat.,This is critical element.,0,6,This is 😰 😰,This is {1F630} {1F630}
This is red_exclamation_mark [EM] red_exclamation_mark [EM] thermometer [EM] thermometer [EM] thermometer.,This is critical element.,0,6,This is ❗ ❗ 🌡 🌡 🌡,This is {2757} {2757} {1F321} {1F321} {1F321}
This is face_with_medical_mask [EM] face_with_thermometer [EM] face_with_head-bandage.,This is critical element.,0,6,This is 😷 🤒 🤕,This is {1F637} {1F912} {1F915}
This is face_vomiting [EM] face_with_thermometer [EM] thermometer [EM] thermometer.,This is critical element.,0,6,This is 🤮 🤒 🌡 🌡,This is {1F92E} {1F912} {1F321} {1F321}
This is dashing_away [EM] eye [EM] cross_mark.,This is thick soup.,0,6,This is 💨 👁 ❌,This is {1F4A8} {1F441} {274C}
This is soft_ice_cream [EM] soft_ice_cream [EM] soft_ice_cream.,This is thick soup.,0,6,This is 🍦 🍦 🍦,This is {1F366} {1F366} {1F366}
This is airplane [EM] see-no-evil_monkey.,This is thick soup.,0,6,This is ✈ 🙈,This is {2708} {1F648}
This is lotion_bottle [EM] flexed_biceps.,This is thick soup.,0,6,This is 🧴 💪,This is {1F9F4} {1F4AA}
This is dashing_away [EM] cigarette.,This is thick soup.,0,6,This is 💨 🚬,This is {1F4A8} {1F6AC}
This is fog [EM] fog [EM] fog.,This is thick soup.,0,6,This is 🌫 🌫 🌫,This is {1F32B} {1F32B} {1F32B}
This is dashing_away [EM] cigarette.,This is thick soup.,0,6,This is 💨 🚬,This is {1F4A8} {1F6AC}
This is dashing_away.,This is thick soup.,0,6,This is 💨,This is {1F4A8}
This is canned_food [EM] soft_ice_cream.,This is thick smoke.,0,6,This is 🥫 🍦,This is {1F96B} {1F366}
This is straight_ruler [EM] soft_ice_cream [EM] soft_ice_cream.,This is thick smoke.,0,6,This is 📏 🍦 🍦,This is {1F4CF} {1F366} {1F366}
This is soft_ice_cream [EM] soft_ice_cream [EM] soft_ice_cream.,This is thick smoke.,0,6,This is 🍦 🍦 🍦,This is {1F366} {1F366} {1F366}
This is straight_ruler [EM] bowl_with_spoon.,This is thick smoke.,0,6,This is 📏 🥣,This is {1F4CF} {1F963}
This is fog [EM] fog [EM] fog.,This is thick smoke.,0,6,This is 🌫 🌫 🌫,This is {1F32B} {1F32B} {1F32B}
This is straight_ruler [EM] fog [EM] fog [EM] fog [EM] foggy [EM] foggy.,This is thick smoke.,0,6,This is 📏 🌫 🌫 🌫 🌁 🌁,This is {1F4CF} {1F32B} {1F32B} {1F32B} {1F301} {1F301}
This is soft_ice_cream [EM] canned_food [EM] soft_ice_cream [EM] soft_ice_cream [EM] soft_ice_cream [EM] soft_ice_cream.,This is thick smoke.,0,6,This is 🍦 🥫 🍦 🍦 🍦 🍦,This is {1F366} {1F96B} {1F366} {1F366} {1F366} {1F366}
This is cupcake.,This is thick smoke.,0,6,This is 🧁,This is {1F9C1}
This is fondue [EM] fondue [EM] fondue.,This is thick cream.,0,6,This is 🫕 🫕 🫕,This is {1FAD5} {1FAD5} {1FAD5}
This is fog [EM] face_in_clouds.,This is thick cream.,0,6,This is 🌫 😶‍🌫,This is {1F32B} {1F636 + 200D + 1F32B}
This is straight_ruler [EM] fog [EM] fog [EM] fog [EM] foggy [EM] foggy.,This is thick cream.,0,6,This is 📏 🌫 🌫 🌫 🌁 🌁,This is {1F4CF} {1F32B} {1F32B} {1F32B} {1F301} {1F301}
This is bowl_with_spoon.,This is thick cream.,0,6,This is 🥣,This is {1F963}
This is sweat_droplets [EM] bowl_with_spoon.,This is thick cream.,0,6,This is 💦 🥣,This is {1F4A6} {1F963}
This is fog [EM] fog.,This is thick cream.,0,6,This is 🌫 🌫,This is {1F32B} {1F32B}
This is dashing_away [EM] eye [EM] cross_mark.,This is thick cream.,0,6,This is 💨 👁 ❌,This is {1F4A8} {1F441} {274C}
This is dashing_away.,This is thick cream.,0,6,This is 💨,This is {1F4A8}
This is sweat_droplets [EM] bowl_with_spoon.,This is thick fog.,0,6,This is 💦 🥣,This is {1F4A6} {1F963}
This is dashing_away [EM] eye [EM] cross_mark.,This is thick fog.,0,6,This is 💨 👁 ❌,This is {1F4A8} {1F441} {274C}
This is fire [EM] dashing_away [EM] dashing_away [EM] dashing_away [EM] dashing_away.,This is thick fog.,0,6,This is 🔥 💨 💨 💨 💨,This is {1F525} {1F4A8} {1F4A8} {1F4A8} {1F4A8}
This is volcano [EM] volcano [EM] volcano [EM] face_with_medical_mask.,This is thick fog.,0,6,This is 🌋 🌋 🌋 😷,This is {1F30B} {1F30B} {1F30B} {1F637}
This is straight_ruler [EM] bowl_with_spoon.,This is thick fog.,0,6,This is 📏 🥣,This is {1F4CF} {1F963}
This is straight_ruler [EM] soft_ice_cream [EM] soft_ice_cream.,This is thick fog.,0,6,This is 📏 🍦 🍦,This is {1F4CF} {1F366} {1F366}
This is dashing_away [EM] dashing_away [EM] dashing_away [EM] face_with_steam_from_nose [EM] volcano [EM] cigarette [EM] face_with_steam_from_nose.,This is thick fog.,0,6,This is 💨 💨 💨 😤 🌋 🚬 😤,This is {1F4A8} {1F4A8} {1F4A8} {1F624} {1F30B} {1F6AC} {1F624}
This is soft_ice_cream.,This is thick fog.,0,6,This is 🍦,This is {1F366}
This is woman_gesturing_NO [EM] motorway.,This is wrong paper.,0,6,This is 🙅‍♀ 🛣,This is {1F645 + 200D + 2640} {1F6E3}
This is cross_mark [EM] information.,This is wrong paper.,0,6,This is ❌ ℹ,This is {274C} {2139}
This is cross_mark [EM] motorway.,This is wrong paper.,0,6,This is ❌ 🛣,This is {274C} {1F6E3}
This is man_gesturing_NO [EM] thinking_face.,This is wrong paper.,0,6,This is 🙅‍♂ 🤔,This is {1F645 + 200D + 2642} {1F914}
This is woman_gesturing_NO [EM] broken_heart.,This is wrong paper.,0,6,This is 🙅‍♀ 💔,This is {1F645 + 200D + 2640} {1F494}
This is cross_mark [EM] memo [EM] clipboard.,This is wrong paper.,0,6,This is ❌ 📝 📋,This is {274C} {1F4DD} {1F4CB}
This is woman_gesturing_NO [EM] motorway.,This is wrong paper.,0,6,This is 🙅‍♀ 🛣,This is {1F645 + 200D + 2640} {1F6E3}
This is woman_gesturing_NO [EM] mantelpiece_clock.,This is wrong paper.,0,6,This is 🙅‍♀ 🕰,This is {1F645 + 200D + 2640} {1F570}
This is cross_mark [EM] memo [EM] clipboard.,This is wrong road.,0,6,This is ❌ 📝 📋,This is {274C} {1F4DD} {1F4CB}
This is cross_mark [EM] pill [EM] face_with_thermometer.,This is wrong road.,0,6,This is ❌ 💊 🤒,This is {274C} {1F48A} {1F912}
This is person_gesturing_NO [EM] kiss_woman_man [EM] broken_heart.,This is wrong road.,0,6,This is 🙅 👩‍❤‍💋‍👨 💔,This is {1F645} {1F469 + 200D + 2764 + 200D + 1F48B + 200D + 1F468} {1F494}
This is cross_mark [EM] page_with_curl.,This is wrong road.,0,6,This is ❌ 📃,This is {274C} {1F4C3}
This is thumbs_down [EM] memo.,This is wrong road.,0,6,This is 👎 📝,This is {1F44E} {1F4DD}
This is cross_mark [EM] memo [EM] clipboard.,This is wrong road.,0,6,This is ❌ 📝 📋,This is {274C} {1F4DD} {1F4CB}
This is cross_mark [EM] pill [EM] face_with_thermometer.,This is wrong road.,0,6,This is ❌ 💊 🤒,This is {274C} {1F48A} {1F912}
This is cross_mark [EM] stopwatch [EM] alarm_clock.,This is wrong road.,0,6,This is ❌ ⏱ ⏰,This is {274C} {23F1} {23F0}
This is cross_mark [EM] alarm_clock.,This is wrong cheating.,0,6,This is ❌ ⏰,This is {274C} {23F0}
This is woman_gesturing_NO [EM] motorway.,This is wrong cheating.,0,6,This is 🙅‍♀ 🛣,This is {1F645 + 200D + 2640} {1F6E3}
This is man_gesturing_NO [EM] thinking_face.,This is wrong cheating.,0,6,This is 🙅‍♂ 🤔,This is {1F645 + 200D + 2642} {1F914}
This is cross_mark [EM] page_facing_up.,This is wrong cheating.,0,6,This is ❌ 📄,This is {274C} {1F4C4}
This is man_gesturing_NO [EM] pill.,This is wrong cheating.,0,6,This is 🙅‍♂ 💊,This is {1F645 + 200D + 2642} {1F48A}
This is cross_mark [EM] information.,This is wrong cheating.,0,6,This is ❌ ℹ,This is {274C} {2139}
This is man_gesturing_NO [EM] bookmark_tabs [EM] card_index_dividers.,This is wrong cheating.,0,6,This is 🙅‍♂ 📑 🗂,This is {1F645 + 200D + 2642} {1F4D1} {1F5C2}
This is person_facepalming [EM] watch.,This is wrong cheating.,0,6,This is 🤦 ⌚,This is {1F926} {231A}
This is cross_mark [EM] motorway.,This is wrong way.,0,6,This is ❌ 🛣,This is {274C} {1F6E3}
This is cross_mark [EM] page_with_curl.,This is wrong way.,0,6,This is ❌ 📃,This is {274C} {1F4C3}
This is cross_mark [EM] thinking_face.,This is wrong way.,0,6,This is ❌ 🤔,This is {274C} {1F914}
This is cross_mark [EM] information.,This is wrong way.,0,6,This is ❌ ℹ,This is {274C} {2139}
This is man_gesturing_NO [EM] smiling_face_with_horns [EM] shushing_face [EM] writing_hand [EM] page_facing_up [EM] books [EM] hundred_points.,This is wrong way.,0,6,This is 🙅‍♂ 😈 🤫 ✍ 📄 📚 💯,This is {1F645 + 200D + 2642} {1F608} {1F92B} {270D} {1F4C4} {1F4DA} {1F4AF}
This is cross_mark [EM] brain.,This is wrong way.,0,6,This is ❌ 🧠,This is {274C} {1F9E0}
This is man_gesturing_NO [EM] motorway.,This is wrong way.,0,6,This is 🙅‍♂ 🛣,This is {1F645 + 200D + 2642} {1F6E3}
This is cross_mark [EM] motorway.,This is wrong way.,0,6,This is ❌ 🛣,This is {274C} {1F6E3}
This is man_gesturing_NO [EM] stopwatch.,This is wrong medicine.,0,6,This is 🙅‍♂ ⏱,This is {1F645 + 200D + 2642} {23F1}
This is cross_mark [EM] information.,This is wrong medicine.,0,6,This is ❌ ℹ,This is {274C} {2139}
This is cross_mark [EM] motorway.,This is wrong medicine.,0,6,This is ❌ 🛣,This is {274C} {1F6E3}
This is cross_mark [EM] page_with_curl.,This is wrong medicine.,0,6,This is ❌ 📃,This is {274C} {1F4C3}
This is thumbs_down [EM] memo.,This is wrong medicine.,0,6,This is 👎 📝,This is {1F44E} {1F4DD}
This is cross_mark [EM] page_with_curl.,This is wrong medicine.,0,6,This is ❌ 📃,This is {274C} {1F4C3}
This is man_gesturing_NO [EM] motorway.,This is wrong medicine.,0,6,This is 🙅‍♂ 🛣,This is {1F645 + 200D + 2642} {1F6E3}
This is cross_mark [EM] information.,This is wrong medicine.,0,6,This is ❌ ℹ,This is {274C} {2139}
This is cross_mark [EM] motorway.,This is wrong information.,0,6,This is ❌ 🛣,This is {274C} {1F6E3}
This is cross_mark [EM] pill [EM] face_with_thermometer.,This is wrong information.,0,6,This is ❌ 💊 🤒,This is {274C} {1F48A} {1F912}
This is cross_mark [EM] pill.,This is wrong information.,0,6,This is ❌ 💊,This is {274C} {1F48A}
This is cross_mark [EM] up-right_arrow [EM] world_map.,This is wrong information.,0,6,This is ❌ ↗ 🗺,This is {274C} {2197} {1F5FA}
This is cross_mark [EM] eyes [EM] brain.,This is wrong information.,0,6,This is ❌ 👀 🧠,This is {274C} {1F440} {1F9E0}
This is person_gesturing_NO [EM] kiss_woman_man [EM] broken_heart.,This is wrong information.,0,6,This is 🙅 👩‍❤‍💋‍👨 💔,This is {1F645} {1F469 + 200D + 2764 + 200D + 1F48B + 200D + 1F468} {1F494}
This is cross_mark [EM] pill.,This is wrong information.,0,6,This is ❌ 💊,This is {274C} {1F48A}
This is cross_mark [EM] pill.,This is wrong information.,0,6,This is ❌ 💊,This is {274C} {1F48A}
This is cross_mark [EM] motorway.,This is wrong assumption.,0,6,This is ❌ 🛣,This is {274C} {1F6E3}
This is woman_gesturing_NO [EM] motorway.,This is wrong assumption.,0,6,This is 🙅‍♀ 🛣,This is {1F645 + 200D + 2640} {1F6E3}
This is cross_mark [EM] motorway.,This is wrong assumption.,0,6,This is ❌ 🛣,This is {274C} {1F6E3}
This is cross_mark [EM] alarm_clock.,This is wrong assumption.,0,6,This is ❌ ⏰,This is {274C} {23F0}
This is woman_gesturing_NO [EM] motorway.,This is wrong assumption.,0,6,This is 🙅‍♀ 🛣,This is {1F645 + 200D + 2640} {1F6E3}
This is cross_mark [EM] alarm_clock.,This is wrong assumption.,0,6,This is ❌ ⏰,This is {274C} {23F0}
This is cross_mark [EM] motorway.,This is wrong assumption.,0,6,This is ❌ 🛣,This is {274C} {1F6E3}
This is person_facepalming [EM] watch.,This is wrong assumption.,0,6,This is 🤦 ⌚,This is {1F926} {231A}
This is woman_gesturing_NO [EM] motorway.,This is wrong time.,0,6,This is 🙅‍♀ 🛣,This is {1F645 + 200D + 2640} {1F6E3}
This is man_gesturing_NO [EM] page_facing_up.,This is wrong time.,0,6,This is 🙅‍♂ 📄,This is {1F645 + 200D + 2642} {1F4C4}
This is cross_mark [EM] page_with_curl.,This is wrong time.,0,6,This is ❌ 📃,This is {274C} {1F4C3}
This is cross_mark [EM] eyes [EM] brain.,This is wrong time.,0,6,This is ❌ 👀 🧠,This is {274C} {1F440} {1F9E0}
This is cross_mark [EM] thought_balloon [EM] red_question_mark.,This is wrong time.,0,6,This is ❌ 💭 ❓,This is {274C} {1F4AD} {2753}
This is cross_mark [EM] eyes [EM] brain.,This is wrong time.,0,6,This is ❌ 👀 🧠,This is {274C} {1F440} {1F9E0}
This is cross_mark [EM] pill [EM] face_with_thermometer.,This is wrong time.,0,6,This is ❌ 💊 🤒,This is {274C} {1F48A} {1F912}
This is smirking_face [EM] thumbs_down.,This is wrong time.,0,6,This is 😏 👎,This is {1F60F} {1F44E}
This is hot_springs [EM] foot [EM] leg [EM] nose [EM] ear [EM] hand_with_fingers_splayed.,This is warm support.,0,6,This is ♨ 🦶 🦵 👃 👂 🖐,This is {2668} {1F9B6} {1F9B5} {1F443} {1F442} {1F590}
This is coat [EM] hot_face.,This is warm support.,0,6,This is 🧥 🥵,This is {1F9E5} {1F975}
This is hot_springs [EM] balance_scale.,This is warm support.,0,6,This is ♨ ⚖,This is {2668} {2696}
This is mouth [EM] exploding_head.,This is warm support.,0,6,This is 👄 🤯,This is {1F444} {1F92F}
This is hot_face [EM] lab_coat.,This is warm support.,0,6,This is 🥵 🥼,This is {1F975} {1F97C}
This is face_with_thermometer.,This is warm support.,0,6,This is 🤒,This is {1F912}
This is hot_springs [EM] smiling_face_with_open_hands [EM] handshake.,This is warm support.,0,6,This is ♨ 🤗 🤝,This is {2668} {1F917} {1F91D}
This is thermometer [EM] speaking_head [EM] speaking_head.,This is warm support.,0,6,This is 🌡 🗣 🗣,This is {1F321} {1F5E3} {1F5E3}
This is thumbs_up [EM] coat [EM] cross_mark [EM] cold_face.,This is warm greeting.,0,6,This is 👍 🧥 ❌ 🥶,This is {1F44D} {1F9E5} {274C} {1F976}
This is brain [EM] speaking_head [EM] collision.,This is warm greeting.,0,6,This is 🧠 🗣 💥,This is {1F9E0} {1F5E3} {1F4A5}
This is thermometer [EM] house.,This is warm greeting.,0,6,This is 🌡 🏠,This is {1F321} {1F3E0}
This is family [EM] smiling_face_with_hearts.,This is warm greeting.,0,6,This is 👪 🥰,This is {1F46A} {1F970}
This is oncoming_fist [EM] people_holding_hands.,This is warm greeting.,0,6,This is 👊 🧑‍🤝‍🧑,This is {1F44A} {1F9D1 + 200D + 1F91D + 200D + 1F9D1}
This is speaking_head [EM] fire [EM] speaking_head.,This is warm greeting.,0,6,This is 🗣 🔥 🗣,This is {1F5E3} {1F525} {1F5E3}
This is sun [EM] thermometer [EM] chart_increasing.,This is warm greeting.,0,6,This is ☀ 🌡 📈,This is {2600} {1F321} {1F4C8}
This is hot_face [EM] handshake [EM] waving_hand.,This is warm greeting.,0,6,This is 🥵 🤝 👋,This is {1F975} {1F91D} {1F44B}
This is thumbs_up [EM] coat [EM] cross_mark [EM] cold_face.,This is warm debate.,0,6,This is 👍 🧥 ❌ 🥶,This is {1F44D} {1F9E5} {274C} {1F976}
This is thermometer [EM] person_standing.,This is warm debate.,0,6,This is 🌡 🧍,This is {1F321} {1F9CD}
This is smiling_face_with_hearts [EM] women_holding_hands.,This is warm debate.,0,6,This is 🥰 👭,This is {1F970} {1F46D}
This is thumbs_up [EM] coat [EM] cross_mark [EM] cold_face.,This is warm debate.,0,6,This is 👍 🧥 ❌ 🥶,This is {1F44D} {1F9E5} {274C} {1F976}
This is hot_springs [EM] foot [EM] leg [EM] nose [EM] ear [EM] hand_with_fingers_splayed.,This is warm debate.,0,6,This is ♨ 🦶 🦵 👃 👂 🖐,This is {2668} {1F9B6} {1F9B5} {1F443} {1F442} {1F590}
This is smiling_face_with_smiling_eyes [EM] waving_hand.,This is warm debate.,0,6,This is 😊 👋,This is {1F60A} {1F44B}
This is oncoming_fist [EM] people_holding_hands.,This is warm debate.,0,6,This is 👊 🧑‍🤝‍🧑,This is {1F44A} {1F9D1 + 200D + 1F91D + 200D + 1F9D1}
This is sun [EM] thermometer [EM] chart_increasing.,This is warm debate.,0,6,This is ☀ 🌡 📈,This is {2600} {1F321} {1F4C8}
This is thermometer [EM] speaking_head [EM] speaking_head.,This is warm room.,0,6,This is 🌡 🗣 🗣,This is {1F321} {1F5E3} {1F5E3}
This is speaking_head [EM] fire [EM] speaking_head.,This is warm room.,0,6,This is 🗣 🔥 🗣,This is {1F5E3} {1F525} {1F5E3}
This is thermometer [EM] people_hugging.,This is warm room.,0,6,This is 🌡 🫂,This is {1F321} {1FAC2}
This is hot_face [EM] waving_hand.,This is warm room.,0,6,This is 🥵 👋,This is {1F975} {1F44B}
This is coat.,This is warm room.,0,6,This is 🧥,This is {1F9E5}
This is smiling_face_with_hearts.,This is warm room.,0,6,This is 🥰,This is {1F970}
This is hot_face [EM] lab_coat.,This is warm room.,0,6,This is 🥵 🥼,This is {1F975} {1F97C}
This is speaking_head [EM] fire [EM] speaking_head.,This is warm room.,0,6,This is 🗣 🔥 🗣,This is {1F5E3} {1F525} {1F5E3}
This is hot_face [EM] thermometer [EM] derelict_house.,This is warm body.,0,6,This is 🥵 🌡 🏚,This is {1F975} {1F321} {1F3DA}
This is hot_face [EM] waving_hand.,This is warm body.,0,6,This is 🥵 👋,This is {1F975} {1F44B}
This is sun_behind_small_cloud.,This is warm body.,0,6,This is 🌤,This is {1F324}
This is sun_behind_small_cloud.,This is warm body.,0,6,This is 🌤,This is {1F324}
This is smiling_face_with_hearts.,This is warm body.,0,6,This is 🥰,This is {1F970}
This is coat.,This is warm body.,0,6,This is 🧥,This is {1F9E5}
This is family [EM] smiling_face_with_hearts.,This is warm body.,0,6,This is 👪 🥰,This is {1F46A} {1F970}
This is hot_springs [EM] slightly_smiling_face [EM] bust_in_silhouette.,This is warm body.,0,6,This is ♨ 🙂 👤,This is {2668} {1F642} {1F464}
This is thermometer [EM] women’s_room [EM] men’s_room.,This is warm climate.,0,6,This is 🌡 🚺 🚹,This is {1F321} {1F6BA} {1F6B9}
This is oncoming_fist [EM] people_holding_hands.,This is warm climate.,0,6,This is 👊 🧑‍🤝‍🧑,This is {1F44A} {1F9D1 + 200D + 1F91D + 200D + 1F9D1}
This is mouth [EM] exploding_head.,This is warm climate.,0,6,This is 👄 🤯,This is {1F444} {1F92F}
This is mouth [EM] exploding_head.,This is warm climate.,0,6,This is 👄 🤯,This is {1F444} {1F92F}
This is coat.,This is warm climate.,0,6,This is 🧥,This is {1F9E5}
This is coat.,This is warm climate.,0,6,This is 🧥,This is {1F9E5}
This is thermometer [EM] people_hugging.,This is warm climate.,0,6,This is 🌡 🫂,This is {1F321} {1FAC2}
This is beaming_face_with_smiling_eyes [EM] partying_face.,This is warm climate.,0,6,This is 😁 🥳,This is {1F601} {1F973}
This is hot_face [EM] thermometer [EM] derelict_house.,This is warm coat.,0,6,This is 🥵 🌡 🏚,This is {1F975} {1F321} {1F3DA}
This is hot_face [EM] house_with_garden.,This is warm coat.,0,6,This is 🥵 🏡,This is {1F975} {1F3E1}
This is hot_face [EM] house_with_garden.,This is warm coat.,0,6,This is 🥵 🏡,This is {1F975} {1F3E1}
This is thermometer [EM] man_standing.,This is warm coat.,0,6,This is 🌡 🧍‍♂,This is {1F321} {1F9CD + 200D + 2642}
This is hot_springs [EM] balance_scale.,This is warm coat.,0,6,This is ♨ ⚖,This is {2668} {2696}
This is hot_face.,This is warm coat.,0,6,This is 🥵,This is {1F975}
This is hot_face.,This is warm coat.,0,6,This is 🥵,This is {1F975}
This is brain [EM] speaking_head [EM] collision.,This is warm coat.,0,6,This is 🧠 🗣 💥,This is {1F9E0} {1F5E3} {1F4A5}
This is thumbs_up [EM] coat [EM] cross_mark [EM] cold_face.,This is warm personality.,0,6,This is 👍 🧥 ❌ 🥶,This is {1F44D} {1F9E5} {274C} {1F976}
This is thermometer [EM] lab_coat.,This is warm personality.,0,6,This is 🌡 🥼,This is {1F321} {1F97C}
This is brain [EM] speaking_head [EM] collision.,This is warm personality.,0,6,This is 🧠 🗣 💥,This is {1F9E0} {1F5E3} {1F4A5}
This is collision [EM] brain.,This is warm personality.,0,6,This is 💥 🧠,This is {1F4A5} {1F9E0}
This is thermometer [EM] speaking_head [EM] speaking_head.,This is warm personality.,0,6,This is 🌡 🗣 🗣,This is {1F321} {1F5E3} {1F5E3}
This is sun_behind_small_cloud.,This is warm personality.,0,6,This is 🌤,This is {1F324}
This is face_with_thermometer [EM] hot_face [EM] fire [EM] sun.,This is warm personality.,0,6,This is 🤒 🥵 🔥 ☀,This is {1F912} {1F975} {1F525} {2600}
This is face_with_thermometer.,This is warm personality.,0,6,This is 🤒,This is {1F912}
This is wind_face [EM] leaf_fluttering_in_wind [EM] thumbs_up.,This is clear complexion.,0,6,This is 🌬 🍃 👍,This is {1F32C} {1F343} {1F44D}
This is tumbler_glass [EM] sparkles.,This is clear complexion.,0,6,This is 🥃 ✨,This is {1F943} {2728}
This is droplet [EM] white_circle.,This is clear complexion.,0,6,This is 💧 ⚪,This is {1F4A7} {26AA}
This is thumbs_up_light_skin_tone [EM] wind_face.,This is clear complexion.,0,6,This is 👍🏻 🌬,This is {1F44D + 1F3FB} {1F32C}
This is magnifying_glass_tilted_right [EM] glass_of_milk.,This is clear complexion.,0,6,This is 🔎 🥛,This is {1F50E} {1F95B}
This is kitchen_knife [EM] red_question_mark [EM] microscope [EM] light_bulb [EM] check_mark.,This is clear complexion.,0,6,This is 🔪 ❓ 🔬 💡 ✔,This is {1F52A} {2753} {1F52C} {1F4A1} {2714}
This is eyes [EM] speaking_head.,This is clear complexion.,0,6,This is 👀 🗣,This is {1F440} {1F5E3}
This is magnifying_glass_tilted_right [EM] briefcase.,This is clear indication.,0,6,This is 🔎 💼,This is {1F50E} {1F4BC}
This is bookmark_tabs [EM] thumbs_up_light_skin_tone.,This is clear indication.,0,6,This is 📑 👍🏻,This is {1F4D1} {1F44D + 1F3FB}
This is droplet [EM] droplet [EM] sparkles.,This is clear indication.,0,6,This is 💧 💧 ✨,This is {1F4A7} {1F4A7} {2728}
This is check_mark [EM] light_bulb.,This is clear indication.,0,6,This is ✔ 💡,This is {2714} {1F4A1}
This is glasses [EM] magnifying_glass_tilted_left [EM] sparkles [EM] sparkles.,This is clear indication.,0,6,This is 👓 🔍 ✨ ✨,This is {1F453} {1F50D} {2728} {2728}
This is speech_balloon [EM] astonished_face [EM] OK_button.,This is clear indication.,0,6,This is 💬 😲 🆗,This is {1F4AC} {1F632} {1F197}
This is thumbs_up [EM] sweat_droplets [EM] droplet.,This is clear indication.,0,6,This is 👍 💦 💧,This is {1F44D} {1F4A6} {1F4A7}
This is open_file_folder.,This is clear air.,0,6,This is 📂,This is {1F4C2}
This is antenna_bars [EM] face_with_open_mouth [EM] sparkles [EM] thumbs_up.,This is clear air.,0,6,This is 📶 😮 ✨ 👍,This is {1F4F6} {1F62E} {2728} {1F44D}
This is woman_teacher [EM] hundred_points [EM] speaking_head.,This is clear air.,0,6,This is 👩‍🏫 💯 🗣,This is {1F469 + 200D + 1F3EB} {1F4AF} {1F5E3}
This is thinking_face [EM] thought_balloon [EM] light_bulb [EM] check_mark_button.,This is clear air.,0,6,This is 🤔 💭 💡 ✅,This is {1F914} {1F4AD} {1F4A1} {2705}
This is glasses [EM] magnifying_glass_tilted_left [EM] sparkles [EM] sparkles.,This is clear air.,0,6,This is 👓 🔍 ✨ ✨,This is {1F453} {1F50D} {2728} {2728}
This is antenna_bars [EM] face_with_open_mouth [EM] sparkles [EM] thumbs_up.,This is clear air.,0,6,This is 📶 😮 ✨ 👍,This is {1F4F6} {1F62E} {2728} {1F44D}
This is detective [EM] scissors [EM] scroll.,This is clear air.,0,6,This is 🕵 ✂ 📜,This is {1F575} {2702} {1F4DC}
This is magnifying_glass_tilted_right [EM] speaking_head.,This is clear case.,0,6,This is 🔎 🗣,This is {1F50E} {1F5E3}
This is thumbs_up [EM] sweat_droplets [EM] droplet.,This is clear case.,0,6,This is 👍 💦 💧,This is {1F44D} {1F4A6} {1F4A7}
This is relieved_face [EM] sparkles [EM] sparkles.,This is clear case.,0,6,This is 😌 ✨ ✨,This is {1F60C} {2728} {2728}
This is check_mark [EM] writing_hand.,This is clear case.,0,6,This is ✔ ✍,This is {2714} {270D}
This is wind_face [EM] leaf_fluttering_in_wind [EM] thumbs_up.,This is clear case.,0,6,This is 🌬 🍃 👍,This is {1F32C} {1F343} {1F44D}
This is man [EM] potable_water [EM] green_salad [EM] mirror [EM] sparkles.,This is clear case.,0,6,This is 👨 🚰 🥗 🪞 ✨,This is {1F468} {1F6B0} {1F957} {1FA9E} {2728}
This is wind_face.,This is clear case.,0,6,This is 🌬,This is {1F32C}
This is check_mark [EM] briefcase.,This is clear idea.,0,6,This is ✔ 💼,This is {2714} {1F4BC}
This is thumbs_up [EM] sweat_droplets [EM] droplet.,This is clear idea.,0,6,This is 👍 💦 💧,This is {1F44D} {1F4A6} {1F4A7}
This is astonished_face [EM] astonished_face [EM] OK_button.,This is clear idea.,0,6,This is 😲 😲 🆗,This is {1F632} {1F632} {1F197}
This is check_mark [EM] droplet.,This is clear idea.,0,6,This is ✔ 💧,This is {2714} {1F4A7}
This is wind_face [EM] leaf_fluttering_in_wind [EM] thumbs_up.,This is clear idea.,0,6,This is 🌬 🍃 👍,This is {1F32C} {1F343} {1F44D}
This is dashing_away [EM] sparkles [EM] cross_mark [EM] microbe.,This is clear idea.,0,6,This is 💨 ✨ ❌ 🦠,This is {1F4A8} {2728} {274C} {1F9A0}
This is thumbs_up [EM] sweat_droplets [EM] droplet.,This is clear idea.,0,6,This is 👍 💦 💧,This is {1F44D} {1F4A6} {1F4A7}
This is window [EM] briefcase.,This is clear explanation.,0,6,This is 🪟 💼,This is {1FA9F} {1F4BC}
This is glasses [EM] magnifying_glass_tilted_left [EM] sparkles [EM] sparkles.,This is clear explanation.,0,6,This is 👓 🔍 ✨ ✨,This is {1F453} {1F50D} {2728} {2728}
This is thumbs_up [EM] sweat_droplets [EM] droplet.,This is clear explanation.,0,6,This is 👍 💦 💧,This is {1F44D} {1F4A6} {1F4A7}
