sent1,sent2,label,strategy,sent1_emoji,sent1_emoji_unicode,extracted
This is cross_mark [EM] brain.,This is wrong way.,0,6,This is ❌ 🧠,This is {274C} {1F9E0},"cross_mark, brain"
This is man_gesturing_NO [EM] motorway.,This is wrong way.,0,6,This is 🙅‍♂ 🛣,This is {1F645 + 200D + 2642} {1F6E3},"man_gesturing_NO, motorway"
This is cross_mark [EM] motorway.,This is wrong way.,0,6,This is ❌ 🛣,This is {274C} {1F6E3},"cross_mark, motorway"
This is man_gesturing_NO [EM] stopwatch.,This is wrong medicine.,0,6,This is 🙅‍♂ ⏱,This is {1F645 + 200D + 2642} {23F1},"man_gesturing_NO, stopwatch"
This is cross_mark [EM] information.,This is wrong medicine.,0,6,This is ❌ ℹ,This is {274C} {2139},"cross_mark, information"
This is cross_mark [EM] motorway.,This is wrong medicine.,0,6,This is ❌ 🛣,This is {274C} {1F6E3},"cross_mark, motorway"
This is cross_mark [EM] page_with_curl.,This is wrong medicine.,0,6,This is ❌ 📃,This is {274C} {1F4C3},"cross_mark, page_with_curl"
This is thumbs_down [EM] memo.,This is wrong medicine.,0,6,This is 👎 📝,This is {1F44E} {1F4DD},"thumbs_down, memo"
This is cross_mark [EM] page_with_curl.,This is wrong medicine.,0,6,This is ❌ 📃,This is {274C} {1F4C3},"cross_mark, page_with_curl"
This is man_gesturing_NO [EM] motorway.,This is wrong medicine.,0,6,This is 🙅‍♂ 🛣,This is {1F645 + 200D + 2642} {1F6E3},"man_gesturing_NO, motorway"
This is cross_mark [EM] information.,This is wrong medicine.,0,6,This is ❌ ℹ,This is {274C} {2139},"cross_mark, information"
This is cross_mark [EM] motorway.,This is wrong information.,0,6,This is ❌ 🛣,This is {274C} {1F6E3},"cross_mark, motorway"
This is cross_mark [EM] pill [EM] face_with_thermometer.,This is wrong information.,0,6,This is ❌ 💊 🤒,This is {274C} {1F48A} {1F912},"cross_mark, pill, face_with_thermometer"
This is cross_mark [EM] pill.,This is wrong information.,0,6,This is ❌ 💊,This is {274C} {1F48A},"cross_mark, pill"
This is cross_mark [EM] up-right_arrow [EM] world_map.,This is wrong information.,0,6,This is ❌ ↗ 🗺,This is {274C} {2197} {1F5FA},"cross_mark, up-right_arrow, world_map"
This is cross_mark [EM] eyes [EM] brain.,This is wrong information.,0,6,This is ❌ 👀 🧠,This is {274C} {1F440} {1F9E0},"cross_mark, eyes, brain"
This is person_gesturing_NO [EM] kiss_woman_man [EM] broken_heart.,This is wrong information.,0,6,This is 🙅 👩‍❤‍💋‍👨 💔,This is {1F645} {1F469 + 200D + 2764 + 200D + 1F48B + 200D + 1F468} {1F494},"person_gesturing_NO, kiss_woman_man, broken_heart"
This is cross_mark [EM] pill.,This is wrong information.,0,6,This is ❌ 💊,This is {274C} {1F48A},"cross_mark, pill"
This is cross_mark [EM] pill.,This is wrong information.,0,6,This is ❌ 💊,This is {274C} {1F48A},"cross_mark, pill"
This is cross_mark [EM] motorway.,This is wrong assumption.,0,6,This is ❌ 🛣,This is {274C} {1F6E3},"cross_mark, motorway"
This is woman_gesturing_NO [EM] motorway.,This is wrong assumption.,0,6,This is 🙅‍♀ 🛣,This is {1F645 + 200D + 2640} {1F6E3},"woman_gesturing_NO, motorway"
This is cross_mark [EM] motorway.,This is wrong assumption.,0,6,This is ❌ 🛣,This is {274C} {1F6E3},"cross_mark, motorway"
This is cross_mark [EM] alarm_clock.,This is wrong assumption.,0,6,This is ❌ ⏰,This is {274C} {23F0},"cross_mark, alarm_clock"
This is woman_gesturing_NO [EM] motorway.,This is wrong assumption.,0,6,This is 🙅‍♀ 🛣,This is {1F645 + 200D + 2640} {1F6E3},"woman_gesturing_NO, motorway"
This is cross_mark [EM] alarm_clock.,This is wrong assumption.,0,6,This is ❌ ⏰,This is {274C} {23F0},"cross_mark, alarm_clock"
This is cross_mark [EM] motorway.,This is wrong assumption.,0,6,This is ❌ 🛣,This is {274C} {1F6E3},"cross_mark, motorway"
This is person_facepalming [EM] watch.,This is wrong assumption.,0,6,This is 🤦 ⌚,This is {1F926} {231A},"person_facepalming, watch"
This is woman_gesturing_NO [EM] motorway.,This is wrong time.,0,6,This is 🙅‍♀ 🛣,This is {1F645 + 200D + 2640} {1F6E3},"woman_gesturing_NO, motorway"
This is man_gesturing_NO [EM] page_facing_up.,This is wrong time.,0,6,This is 🙅‍♂ 📄,This is {1F645 + 200D + 2642} {1F4C4},"man_gesturing_NO, page_facing_up"
This is cross_mark [EM] page_with_curl.,This is wrong time.,0,6,This is ❌ 📃,This is {274C} {1F4C3},"cross_mark, page_with_curl"
This is cross_mark [EM] eyes [EM] brain.,This is wrong time.,0,6,This is ❌ 👀 🧠,This is {274C} {1F440} {1F9E0},"cross_mark, eyes, brain"
This is cross_mark [EM] thought_balloon [EM] red_question_mark.,This is wrong time.,0,6,This is ❌ 💭 ❓,This is {274C} {1F4AD} {2753},"cross_mark, thought_balloon, red_question_mark"
This is cross_mark [EM] eyes [EM] brain.,This is wrong time.,0,6,This is ❌ 👀 🧠,This is {274C} {1F440} {1F9E0},"cross_mark, eyes, brain"
This is cross_mark [EM] pill [EM] face_with_thermometer.,This is wrong time.,0,6,This is ❌ 💊 🤒,This is {274C} {1F48A} {1F912},"cross_mark, pill, face_with_thermometer"
This is smirking_face [EM] thumbs_down.,This is wrong time.,0,6,This is 😏 👎,This is {1F60F} {1F44E},"smirking_face, thumbs_down"
This is hot_springs [EM] foot [EM] leg [EM] nose [EM] ear [EM] hand_with_fingers_splayed.,This is warm support.,0,6,This is ♨ 🦶 🦵 👃 👂 🖐,This is {2668} {1F9B6} {1F9B5} {1F443} {1F442} {1F590},"hot_springs, foot, leg, nose, ear, hand_with_fingers_splayed"
This is coat [EM] hot_face.,This is warm support.,0,6,This is 🧥 🥵,This is {1F9E5} {1F975},"coat, hot_face"
This is hot_springs [EM] balance_scale.,This is warm support.,0,6,This is ♨ ⚖,This is {2668} {2696},"hot_springs, balance_scale"
This is mouth [EM] exploding_head.,This is warm support.,0,6,This is 👄 🤯,This is {1F444} {1F92F},"mouth, exploding_head"
This is hot_face [EM] lab_coat.,This is warm support.,0,6,This is 🥵 🥼,This is {1F975} {1F97C},"hot_face, lab_coat"
This is face_with_thermometer.,This is warm support.,0,6,This is 🤒,This is {1F912},
This is hot_springs [EM] smiling_face_with_open_hands [EM] handshake.,This is warm support.,0,6,This is ♨ 🤗 🤝,This is {2668} {1F917} {1F91D},"hot_springs, smiling_face_with_open_hands, handshake"
This is thermometer [EM] speaking_head [EM] speaking_head.,This is warm support.,0,6,This is 🌡 🗣 🗣,This is {1F321} {1F5E3} {1F5E3},"thermometer, speaking_head, speaking_head"
This is thumbs_up [EM] coat [EM] cross_mark [EM] cold_face.,This is warm greeting.,0,6,This is 👍 🧥 ❌ 🥶,This is {1F44D} {1F9E5} {274C} {1F976},"thumbs_up, coat, cross_mark, cold_face"
This is brain [EM] speaking_head [EM] collision.,This is warm greeting.,0,6,This is 🧠 🗣 💥,This is {1F9E0} {1F5E3} {1F4A5},"brain, speaking_head, collision"
This is thermometer [EM] house.,This is warm greeting.,0,6,This is 🌡 🏠,This is {1F321} {1F3E0},"thermometer, house"
This is family [EM] smiling_face_with_hearts.,This is warm greeting.,0,6,This is 👪 🥰,This is {1F46A} {1F970},"family, smiling_face_with_hearts"
This is oncoming_fist [EM] people_holding_hands.,This is warm greeting.,0,6,This is 👊 🧑‍🤝‍🧑,This is {1F44A} {1F9D1 + 200D + 1F91D + 200D + 1F9D1},"oncoming_fist, people_holding_hands"
This is speaking_head [EM] fire [EM] speaking_head.,This is warm greeting.,0,6,This is 🗣 🔥 🗣,This is {1F5E3} {1F525} {1F5E3},"speaking_head, fire, speaking_head"
This is sun [EM] thermometer [EM] chart_increasing.,This is warm greeting.,0,6,This is ☀ 🌡 📈,This is {2600} {1F321} {1F4C8},"sun, thermometer, chart_increasing"
This is hot_face [EM] handshake [EM] waving_hand.,This is warm greeting.,0,6,This is 🥵 🤝 👋,This is {1F975} {1F91D} {1F44B},"hot_face, handshake, waving_hand"
This is thumbs_up [EM] coat [EM] cross_mark [EM] cold_face.,This is warm debate.,0,6,This is 👍 🧥 ❌ 🥶,This is {1F44D} {1F9E5} {274C} {1F976},"thumbs_up, coat, cross_mark, cold_face"
This is thermometer [EM] person_standing.,This is warm debate.,0,6,This is 🌡 🧍,This is {1F321} {1F9CD},"thermometer, person_standing"
This is smiling_face_with_hearts [EM] women_holding_hands.,This is warm debate.,0,6,This is 🥰 👭,This is {1F970} {1F46D},"smiling_face_with_hearts, women_holding_hands"
This is thumbs_up [EM] coat [EM] cross_mark [EM] cold_face.,This is warm debate.,0,6,This is 👍 🧥 ❌ 🥶,This is {1F44D} {1F9E5} {274C} {1F976},"thumbs_up, coat, cross_mark, cold_face"
This is hot_springs [EM] foot [EM] leg [EM] nose [EM] ear [EM] hand_with_fingers_splayed.,This is warm debate.,0,6,This is ♨ 🦶 🦵 👃 👂 🖐,This is {2668} {1F9B6} {1F9B5} {1F443} {1F442} {1F590},"hot_springs, foot, leg, nose, ear, hand_with_fingers_splayed"
This is smiling_face_with_smiling_eyes [EM] waving_hand.,This is warm debate.,0,6,This is 😊 👋,This is {1F60A} {1F44B},"smiling_face_with_smiling_eyes, waving_hand"
This is oncoming_fist [EM] people_holding_hands.,This is warm debate.,0,6,This is 👊 🧑‍🤝‍🧑,This is {1F44A} {1F9D1 + 200D + 1F91D + 200D + 1F9D1},"oncoming_fist, people_holding_hands"
This is sun [EM] thermometer [EM] chart_increasing.,This is warm debate.,0,6,This is ☀ 🌡 📈,This is {2600} {1F321} {1F4C8},"sun, thermometer, chart_increasing"
This is thermometer [EM] speaking_head [EM] speaking_head.,This is warm room.,0,6,This is 🌡 🗣 🗣,This is {1F321} {1F5E3} {1F5E3},"thermometer, speaking_head, speaking_head"
This is speaking_head [EM] fire [EM] speaking_head.,This is warm room.,0,6,This is 🗣 🔥 🗣,This is {1F5E3} {1F525} {1F5E3},"speaking_head, fire, speaking_head"
This is thermometer [EM] people_hugging.,This is warm room.,0,6,This is 🌡 🫂,This is {1F321} {1FAC2},"thermometer, people_hugging"
This is hot_face [EM] waving_hand.,This is warm room.,0,6,This is 🥵 👋,This is {1F975} {1F44B},"hot_face, waving_hand"
This is coat.,This is warm room.,0,6,This is 🧥,This is {1F9E5},
This is smiling_face_with_hearts.,This is warm room.,0,6,This is 🥰,This is {1F970},
This is hot_face [EM] lab_coat.,This is warm room.,0,6,This is 🥵 🥼,This is {1F975} {1F97C},"hot_face, lab_coat"
This is speaking_head [EM] fire [EM] speaking_head.,This is warm room.,0,6,This is 🗣 🔥 🗣,This is {1F5E3} {1F525} {1F5E3},"speaking_head, fire, speaking_head"
This is hot_face [EM] thermometer [EM] derelict_house.,This is warm body.,0,6,This is 🥵 🌡 🏚,This is {1F975} {1F321} {1F3DA},"hot_face, thermometer, derelict_house"
This is hot_face [EM] waving_hand.,This is warm body.,0,6,This is 🥵 👋,This is {1F975} {1F44B},"hot_face, waving_hand"
This is sun_behind_small_cloud.,This is warm body.,0,6,This is 🌤,This is {1F324},
This is sun_behind_small_cloud.,This is warm body.,0,6,This is 🌤,This is {1F324},
This is smiling_face_with_hearts.,This is warm body.,0,6,This is 🥰,This is {1F970},
This is coat.,This is warm body.,0,6,This is 🧥,This is {1F9E5},
This is family [EM] smiling_face_with_hearts.,This is warm body.,0,6,This is 👪 🥰,This is {1F46A} {1F970},"family, smiling_face_with_hearts"
This is hot_springs [EM] slightly_smiling_face [EM] bust_in_silhouette.,This is warm body.,0,6,This is ♨ 🙂 👤,This is {2668} {1F642} {1F464},"hot_springs, slightly_smiling_face, bust_in_silhouette"
This is thermometer [EM] women’s_room [EM] men’s_room.,This is warm climate.,0,6,This is 🌡 🚺 🚹,This is {1F321} {1F6BA} {1F6B9},"thermometer, women’s_room, men’s_room"
This is oncoming_fist [EM] people_holding_hands.,This is warm climate.,0,6,This is 👊 🧑‍🤝‍🧑,This is {1F44A} {1F9D1 + 200D + 1F91D + 200D + 1F9D1},"oncoming_fist, people_holding_hands"
This is mouth [EM] exploding_head.,This is warm climate.,0,6,This is 👄 🤯,This is {1F444} {1F92F},"mouth, exploding_head"
This is mouth [EM] exploding_head.,This is warm climate.,0,6,This is 👄 🤯,This is {1F444} {1F92F},"mouth, exploding_head"
This is coat.,This is warm climate.,0,6,This is 🧥,This is {1F9E5},
This is coat.,This is warm climate.,0,6,This is 🧥,This is {1F9E5},
This is thermometer [EM] people_hugging.,This is warm climate.,0,6,This is 🌡 🫂,This is {1F321} {1FAC2},"thermometer, people_hugging"
This is beaming_face_with_smiling_eyes [EM] partying_face.,This is warm climate.,0,6,This is 😁 🥳,This is {1F601} {1F973},"beaming_face_with_smiling_eyes, partying_face"
This is hot_face [EM] thermometer [EM] derelict_house.,This is warm coat.,0,6,This is 🥵 🌡 🏚,This is {1F975} {1F321} {1F3DA},"hot_face, thermometer, derelict_house"
This is hot_face [EM] house_with_garden.,This is warm coat.,0,6,This is 🥵 🏡,This is {1F975} {1F3E1},"hot_face, house_with_garden"
This is hot_face [EM] house_with_garden.,This is warm coat.,0,6,This is 🥵 🏡,This is {1F975} {1F3E1},"hot_face, house_with_garden"
This is thermometer [EM] man_standing.,This is warm coat.,0,6,This is 🌡 🧍‍♂,This is {1F321} {1F9CD + 200D + 2642},"thermometer, man_standing"
This is hot_springs [EM] balance_scale.,This is warm coat.,0,6,This is ♨ ⚖,This is {2668} {2696},"hot_springs, balance_scale"
This is hot_face.,This is warm coat.,0,6,This is 🥵,This is {1F975},
This is hot_face.,This is warm coat.,0,6,This is 🥵,This is {1F975},
This is brain [EM] speaking_head [EM] collision.,This is warm coat.,0,6,This is 🧠 🗣 💥,This is {1F9E0} {1F5E3} {1F4A5},"brain, speaking_head, collision"
This is thumbs_up [EM] coat [EM] cross_mark [EM] cold_face.,This is warm personality.,0,6,This is 👍 🧥 ❌ 🥶,This is {1F44D} {1F9E5} {274C} {1F976},"thumbs_up, coat, cross_mark, cold_face"
This is thermometer [EM] lab_coat.,This is warm personality.,0,6,This is 🌡 🥼,This is {1F321} {1F97C},"thermometer, lab_coat"
This is brain [EM] speaking_head [EM] collision.,This is warm personality.,0,6,This is 🧠 🗣 💥,This is {1F9E0} {1F5E3} {1F4A5},"brain, speaking_head, collision"
This is collision [EM] brain.,This is warm personality.,0,6,This is 💥 🧠,This is {1F4A5} {1F9E0},"collision, brain"
This is thermometer [EM] speaking_head [EM] speaking_head.,This is warm personality.,0,6,This is 🌡 🗣 🗣,This is {1F321} {1F5E3} {1F5E3},"thermometer, speaking_head, speaking_head"
This is sun_behind_small_cloud.,This is warm personality.,0,6,This is 🌤,This is {1F324},
This is face_with_thermometer [EM] hot_face [EM] fire [EM] sun.,This is warm personality.,0,6,This is 🤒 🥵 🔥 ☀,This is {1F912} {1F975} {1F525} {2600},"face_with_thermometer, hot_face, fire, sun"
This is face_with_thermometer.,This is warm personality.,0,6,This is 🤒,This is {1F912},
This is wind_face [EM] leaf_fluttering_in_wind [EM] thumbs_up.,This is clear complexion.,0,6,This is 🌬 🍃 👍,This is {1F32C} {1F343} {1F44D},"wind_face, leaf_fluttering_in_wind, thumbs_up"
This is tumbler_glass [EM] sparkles.,This is clear complexion.,0,6,This is 🥃 ✨,This is {1F943} {2728},"tumbler_glass, sparkles"
This is droplet [EM] white_circle.,This is clear complexion.,0,6,This is 💧 ⚪,This is {1F4A7} {26AA},"droplet, white_circle"
This is thumbs_up_light_skin_tone [EM] wind_face.,This is clear complexion.,0,6,This is 👍🏻 🌬,This is {1F44D + 1F3FB} {1F32C},"thumbs_up_light_skin_tone, wind_face"
This is magnifying_glass_tilted_right [EM] glass_of_milk.,This is clear complexion.,0,6,This is 🔎 🥛,This is {1F50E} {1F95B},"magnifying_glass_tilted_right, glass_of_milk"
This is kitchen_knife [EM] red_question_mark [EM] microscope [EM] light_bulb [EM] check_mark.,This is clear complexion.,0,6,This is 🔪 ❓ 🔬 💡 ✔,This is {1F52A} {2753} {1F52C} {1F4A1} {2714},"kitchen_knife, red_question_mark, microscope, light_bulb, check_mark"
This is eyes [EM] speaking_head.,This is clear complexion.,0,6,This is 👀 🗣,This is {1F440} {1F5E3},"eyes, speaking_head"
This is magnifying_glass_tilted_right [EM] briefcase.,This is clear indication.,0,6,This is 🔎 💼,This is {1F50E} {1F4BC},"magnifying_glass_tilted_right, briefcase"
This is bookmark_tabs [EM] thumbs_up_light_skin_tone.,This is clear indication.,0,6,This is 📑 👍🏻,This is {1F4D1} {1F44D + 1F3FB},"bookmark_tabs, thumbs_up_light_skin_tone"
This is droplet [EM] droplet [EM] sparkles.,This is clear indication.,0,6,This is 💧 💧 ✨,This is {1F4A7} {1F4A7} {2728},"droplet, droplet, sparkles"
This is check_mark [EM] light_bulb.,This is clear indication.,0,6,This is ✔ 💡,This is {2714} {1F4A1},"check_mark, light_bulb"
This is glasses [EM] magnifying_glass_tilted_left [EM] sparkles [EM] sparkles.,This is clear indication.,0,6,This is 👓 🔍 ✨ ✨,This is {1F453} {1F50D} {2728} {2728},"glasses, magnifying_glass_tilted_left, sparkles, sparkles"
This is speech_balloon [EM] astonished_face [EM] OK_button.,This is clear indication.,0,6,This is 💬 😲 🆗,This is {1F4AC} {1F632} {1F197},"speech_balloon, astonished_face, OK_button"
This is thumbs_up [EM] sweat_droplets [EM] droplet.,This is clear indication.,0,6,This is 👍 💦 💧,This is {1F44D} {1F4A6} {1F4A7},"thumbs_up, sweat_droplets, droplet"
This is open_file_folder.,This is clear air.,0,6,This is 📂,This is {1F4C2},
This is antenna_bars [EM] face_with_open_mouth [EM] sparkles [EM] thumbs_up.,This is clear air.,0,6,This is 📶 😮 ✨ 👍,This is {1F4F6} {1F62E} {2728} {1F44D},"antenna_bars, face_with_open_mouth, sparkles, thumbs_up"
This is woman_teacher [EM] hundred_points [EM] speaking_head.,This is clear air.,0,6,This is 👩‍🏫 💯 🗣,This is {1F469 + 200D + 1F3EB} {1F4AF} {1F5E3},"woman_teacher, hundred_points, speaking_head"
This is thinking_face [EM] thought_balloon [EM] light_bulb [EM] check_mark_button.,This is clear air.,0,6,This is 🤔 💭 💡 ✅,This is {1F914} {1F4AD} {1F4A1} {2705},"thinking_face, thought_balloon, light_bulb, check_mark_button"
This is glasses [EM] magnifying_glass_tilted_left [EM] sparkles [EM] sparkles.,This is clear air.,0,6,This is 👓 🔍 ✨ ✨,This is {1F453} {1F50D} {2728} {2728},"glasses, magnifying_glass_tilted_left, sparkles, sparkles"
This is antenna_bars [EM] face_with_open_mouth [EM] sparkles [EM] thumbs_up.,This is clear air.,0,6,This is 📶 😮 ✨ 👍,This is {1F4F6} {1F62E} {2728} {1F44D},"antenna_bars, face_with_open_mouth, sparkles, thumbs_up"
This is detective [EM] scissors [EM] scroll.,This is clear air.,0,6,This is 🕵 ✂ 📜,This is {1F575} {2702} {1F4DC},"detective, scissors, scroll"
This is magnifying_glass_tilted_right [EM] speaking_head.,This is clear case.,0,6,This is 🔎 🗣,This is {1F50E} {1F5E3},"magnifying_glass_tilted_right, speaking_head"
This is thumbs_up [EM] sweat_droplets [EM] droplet.,This is clear case.,0,6,This is 👍 💦 💧,This is {1F44D} {1F4A6} {1F4A7},"thumbs_up, sweat_droplets, droplet"
This is relieved_face [EM] sparkles [EM] sparkles.,This is clear case.,0,6,This is 😌 ✨ ✨,This is {1F60C} {2728} {2728},"relieved_face, sparkles, sparkles"
This is check_mark [EM] writing_hand.,This is clear case.,0,6,This is ✔ ✍,This is {2714} {270D},"check_mark, writing_hand"
This is wind_face [EM] leaf_fluttering_in_wind [EM] thumbs_up.,This is clear case.,0,6,This is 🌬 🍃 👍,This is {1F32C} {1F343} {1F44D},"wind_face, leaf_fluttering_in_wind, thumbs_up"
This is man [EM] potable_water [EM] green_salad [EM] mirror [EM] sparkles.,This is clear case.,0,6,This is 👨 🚰 🥗 🪞 ✨,This is {1F468} {1F6B0} {1F957} {1FA9E} {2728},"man, potable_water, green_salad, mirror, sparkles"
This is wind_face.,This is clear case.,0,6,This is 🌬,This is {1F32C},
This is check_mark [EM] briefcase.,This is clear idea.,0,6,This is ✔ 💼,This is {2714} {1F4BC},"check_mark, briefcase"
This is thumbs_up [EM] sweat_droplets [EM] droplet.,This is clear idea.,0,6,This is 👍 💦 💧,This is {1F44D} {1F4A6} {1F4A7},"thumbs_up, sweat_droplets, droplet"
This is astonished_face [EM] astonished_face [EM] OK_button.,This is clear idea.,0,6,This is 😲 😲 🆗,This is {1F632} {1F632} {1F197},"astonished_face, astonished_face, OK_button"
This is check_mark [EM] droplet.,This is clear idea.,0,6,This is ✔ 💧,This is {2714} {1F4A7},"check_mark, droplet"
This is wind_face [EM] leaf_fluttering_in_wind [EM] thumbs_up.,This is clear idea.,0,6,This is 🌬 🍃 👍,This is {1F32C} {1F343} {1F44D},"wind_face, leaf_fluttering_in_wind, thumbs_up"
This is dashing_away [EM] sparkles [EM] cross_mark [EM] microbe.,This is clear idea.,0,6,This is 💨 ✨ ❌ 🦠,This is {1F4A8} {2728} {274C} {1F9A0},"dashing_away, sparkles, cross_mark, microbe"
This is thumbs_up [EM] sweat_droplets [EM] droplet.,This is clear idea.,0,6,This is 👍 💦 💧,This is {1F44D} {1F4A6} {1F4A7},"thumbs_up, sweat_droplets, droplet"
This is window [EM] briefcase.,This is clear explanation.,0,6,This is 🪟 💼,This is {1FA9F} {1F4BC},"window, briefcase"
This is glasses [EM] magnifying_glass_tilted_left [EM] sparkles [EM] sparkles.,This is clear explanation.,0,6,This is 👓 🔍 ✨ ✨,This is {1F453} {1F50D} {2728} {2728},"glasses, magnifying_glass_tilted_left, sparkles, sparkles"
This is thumbs_up [EM] sweat_droplets [EM] droplet.,This is clear explanation.,0,6,This is 👍 💦 💧,This is {1F44D} {1F4A6} {1F4A7},"thumbs_up, sweat_droplets, droplet"
This is droplet [EM] droplet [EM] microscope [EM] sparkles [EM] cross_mark [EM] microbe.,This is clear explanation.,0,6,This is 💧 💧 🔬 ✨ ❌ 🦠,This is {1F4A7} {1F4A7} {1F52C} {2728} {274C} {1F9A0},"droplet, droplet, microscope, sparkles, cross_mark, microbe"
This is droplet [EM] droplet [EM] sparkles.,This is clear explanation.,0,6,This is 💧 💧 ✨,This is {1F4A7} {1F4A7} {2728},"droplet, droplet, sparkles"
This is speaking_head [EM] thumbs_up_light_skin_tone.,This is clear explanation.,0,6,This is 🗣 👍🏻,This is {1F5E3} {1F44D + 1F3FB},"speaking_head, thumbs_up_light_skin_tone"
This is wind_face [EM] leaf_fluttering_in_wind [EM] thumbs_up.,This is clear explanation.,0,6,This is 🌬 🍃 👍,This is {1F32C} {1F343} {1F44D},"wind_face, leaf_fluttering_in_wind, thumbs_up"
This is thumbs_up_light_skin_tone [EM] wind_face.,This is clear glass.,0,6,This is 👍🏻 🌬,This is {1F44D + 1F3FB} {1F32C},"thumbs_up_light_skin_tone, wind_face"
This is speech_balloon [EM] astonished_face [EM] OK_button.,This is clear glass.,0,6,This is 💬 😲 🆗,This is {1F4AC} {1F632} {1F197},"speech_balloon, astonished_face, OK_button"
This is eyes [EM] speaking_head.,This is clear glass.,0,6,This is 👀 🗣,This is {1F440} {1F5E3},"eyes, speaking_head"
This is check_mark [EM] writing_hand.,This is clear glass.,0,6,This is ✔ ✍,This is {2714} {270D},"check_mark, writing_hand"
This is speech_balloon [EM] astonished_face [EM] OK_button.,This is clear glass.,0,6,This is 💬 😲 🆗,This is {1F4AC} {1F632} {1F197},"speech_balloon, astonished_face, OK_button"
This is speech_balloon [EM] check_mark [EM] cross_mark [EM] red_question_mark.,This is clear glass.,0,6,This is 💬 ✔ ❌ ❓,This is {1F4AC} {2714} {274C} {2753},"speech_balloon, check_mark, cross_mark, red_question_mark"
This is scroll [EM] magnifying_glass_tilted_right.,This is clear glass.,0,6,This is 📜 🔎,This is {1F4DC} {1F50E},"scroll, magnifying_glass_tilted_right"
This is check_mark [EM] speaking_head.,This is clear water.,0,6,This is ✔ 🗣,This is {2714} {1F5E3},"check_mark, speaking_head"
This is speech_balloon [EM] astonished_face [EM] OK_button.,This is clear water.,0,6,This is 💬 😲 🆗,This is {1F4AC} {1F632} {1F197},"speech_balloon, astonished_face, OK_button"
This is brain [EM] astonished_face [EM] OK_button.,This is clear water.,0,6,This is 🧠 😲 🆗,This is {1F9E0} {1F632} {1F197},"brain, astonished_face, OK_button"
This is detective [EM] scissors [EM] scroll.,This is clear water.,0,6,This is 🕵 ✂ 📜,This is {1F575} {2702} {1F4DC},"detective, scissors, scroll"
This is speech_balloon [EM] astonished_face [EM] OK_button.,This is clear water.,0,6,This is 💬 😲 🆗,This is {1F4AC} {1F632} {1F197},"speech_balloon, astonished_face, OK_button"
This is detective [EM] scissors [EM] scroll.,This is clear water.,0,6,This is 🕵 ✂ 📜,This is {1F575} {2702} {1F4DC},"detective, scissors, scroll"
This is astonished_face [EM] astonished_face [EM] OK_button.,This is clear water.,0,6,This is 😲 😲 🆗,This is {1F632} {1F632} {1F197},"astonished_face, astonished_face, OK_button"
This is crystal_ball [EM] glasses.,This is clear-cut evidence.,0,6,This is 🔮 👓,This is {1F52E} {1F453},"crystal_ball, glasses"
This is thumbs_up [EM] sweat_droplets [EM] droplet.,This is clear-cut evidence.,0,6,This is 👍 💦 💧,This is {1F44D} {1F4A6} {1F4A7},"thumbs_up, sweat_droplets, droplet"
This is leaf_fluttering_in_wind [EM] cross_mark [EM] cigarette [EM] broom.,This is clear-cut evidence.,0,6,This is 🍃 ❌ 🚬 🧹,This is {1F343} {274C} {1F6AC} {1F9F9},"leaf_fluttering_in_wind, cross_mark, cigarette, broom"
This is thinking_face [EM] white_question_mark [EM] man_teacher [EM] speaking_head [EM] light_bulb [EM] check_mark_button [EM] grinning_face.,This is clear-cut evidence.,0,6,This is 🤔 ❔ 👨‍🏫 🗣 💡 ✅ 😀,This is {1F914} {2754} {1F468 + 200D + 1F3EB} {1F5E3} {1F4A1} {2705} {1F600},"thinking_face, white_question_mark, man_teacher, speaking_head, light_bulb, check_mark_button, grinning_face"
This is glasses [EM] magnifying_glass_tilted_left [EM] sparkles [EM] sparkles.,This is clear-cut evidence.,0,6,This is 👓 🔍 ✨ ✨,This is {1F453} {1F50D} {2728} {2728},"glasses, magnifying_glass_tilted_left, sparkles, sparkles"
This is droplet [EM] droplet [EM] microscope [EM] sparkles [EM] cross_mark [EM] microbe.,This is clear-cut evidence.,0,6,This is 💧 💧 🔬 ✨ ❌ 🦠,This is {1F4A7} {1F4A7} {1F52C} {2728} {274C} {1F9A0},"droplet, droplet, microscope, sparkles, cross_mark, microbe"
This is thumbs_up_light_skin_tone [EM] wind_face.,This is clear-cut evidence.,0,6,This is 👍🏻 🌬,This is {1F44D + 1F3FB} {1F32C},"thumbs_up_light_skin_tone, wind_face"
This is exclamation_question_mark [EM] exclamation_question_mark [EM] red_question_mark [EM] white_question_mark [EM] woman_shrugging [EM] person_shrugging [EM] man_shrugging.,This is unclear action.,0,6,This is ⁉ ⁉ ❓ ❔ 🤷‍♀ 🤷 🤷‍♂,This is {2049} {2049} {2753} {2754} {1F937 + 200D + 2640} {1F937} {1F937 + 200D + 2642},"exclamation_question_mark, exclamation_question_mark, red_question_mark, white_question_mark, woman_shrugging, person_shrugging, man_shrugging"
This is speaking_head [EM] red_question_mark [EM] exclamation_question_mark [EM] thinking_face [EM] person_shrugging.,This is unclear action.,0,6,This is 🗣 ❓ ⁉ 🤔 🤷,This is {1F5E3} {2753} {2049} {1F914} {1F937},"speaking_head, red_question_mark, exclamation_question_mark, thinking_face, person_shrugging"
